Crash_Date,Crash_Time,Aircraft_Type,Aircraft_SN,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Defense_Type,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Status,Pilot_Condition,Pilot_Recovered,Latitude,Longitude
1969-04-30,0252D,RF-4C,660390,TSN,460TRW,16TRS,,_,Route 912B,6000/6,_,0,0,5000,0,At target,_,Y,LS,SVn,Automatic weapons/37mm AAA,_,Maj,Gordon G. A.,Crashlanded,KIA,_,_,16.05,108.2
1969-05-02,1100Ds,O-2A,6721305,NKP,504TAS,23TASS,,_,_,/..,_,0,0,0,0,_,_,_,LS,LS,AAA (poss. combat associated),p,1Lt,Mascari P. L.,_,MIA,_,_,,
1969-05-04,0210D,F-100C,531741,THA,31TFW,188TFS,,_,Supply area,/10,Dive,1,0,4000,500,At target,_,_,LS,LS,Heavy automatic weapons/small arms,_,Capt,Adams M. T.,Ejection,KIA,_,_,16.666666666666668,105.96666666666667
1969-05-08,0150D,F-4C,640805,CRB,12TFW,559TFS,,_,Road segment,1000/6,_,0,0,1500,510,At target,_,Y,LS,LS,37mm AAA (poss. 23mm AAA),p,Maj,Brashear W. J.,Ejection,KIA,_,_,15.35,107.08333333333333
1969-05-09,2350D,F-100D,553522,BHA,3TFW,90TFS,,Napalm,Troops in contact,5000/1,_,4,0,1350,450,At target,Fuselage,_,SVn,SVn,12.7mm AAA,_,1Lt,Williford J. V.,Ejection,Recovered,Uninjured,Army Helo,11.266666666666667,107.03333333333333
1969-05-14,0815D,F-105F,624435,TKL,355TFW,354TFS,,_,Truck,/..,Dive,2,0,0,0,At target,_,N,LS,THL,Automatic weapons (poss. 23mm AAA),N,Maj,Yahanda A. M.,Ejection,Recovered,Minor injuries,USAF Helo,17.333333333333332,102.86666666666666
1969-05-18,0513D,C-123,540639,PHR,315SOW,310SOS,,_,Not applicable,4000/6,_,0,0,0,0,_,Left engine,Y,SVn,SVn,12.7mm AAA,N,1Lt,Hayden N. W.,Crash,KIA,_,_,11.083333333333334,106.88333333333334
1969-05-24,0757D,F-100D,563555,THA,31TFW,355TFS,,_,Troops in contact,2500/6,Level,0,0,0,0,Return,_,N,SVn,Sea,Small arms (poss. combat associated),_,Capt,Manske C. J.,Crash,KIA,_,_,13.533333333333333,109.53333333333333
1969-05-24,1307N,AC-130A,541629,UBN,8TFW,16SOS,,_,"Routes 914, 92C and 92D",10000/1,Level,0,0,6500,0,At target,Tail,_,LS,THL,37mm AAA,_,LtCol,Schwehm W. J.,Crld at UBN,Recovered,_,_,15.233333333333333,104.86666666666666
1969-05-25,0700D,F-100D,563119,PHR,35TFW,352TFS,,_,VietCong in open,4000/15,Level,0,0,400,500,Return,_,N,SVn,Sea,Small arms,N,1Lt,Stanford D. G.,Ejection,Recovered,Minor injuries,USN Ship,10.433333333333334,107.6
1969-05-27,0525D,C-130A,560472,PCV,374TAW,21TAS,,_,Not applicable,4500/20,Landing,0,0,3370,130,Return,Right wing,Y,SVn,SVn,Gunfire,N,Maj,Moore A. M.,Crashlanded,Recovered,_,_,11.666666666666666,106.21666666666667
1969-06-01,2247D,O-2,6721319,PBI,504TAS,20TASS,,_,Structures,/7,Dive,0,0,0,0,At target,_,_,SVn,SVn,Small arms,p,1Lt,Svanoe K. E.,Crash,KIA,_,Army Helo,16.2,107.86666666666666
1969-06-02,0325D,O-2,6721316,DNG,504TAS,20TASS,,_,_,/..,_,0,0,0,0,At target,_,Y,SVn,SVn,30cal AAA,p,1Lt,Gilmore J. R.,Crash,KIA,_,USAF Helo,15.55,108.33333333333333
1969-06-03,0655D,F-100D,553790,PHR,35TFW,614TFS,,_,Structures,/..,Strafe,2,20,2500,0,At target,_,N,SVn,SVn,Automatic weapons,p,1Lt,Ginart D. F.,Crash,KIA,_,Army Helo,9.066666666666666,105.08333333333333
1969-06-05,0335D,RF-4C,660388,UDN,432TRW,11TRS,,_,Route 101 segment,/8,_,0,0,4500,0,At target,_,_,NVn,Sea,57mm AAA,N,Col,Findlay R. F.,Ejection,Recovered,Uninjured,USAF Helo,17.516666666666666,106.66666666666667
1969-06-11,2230Dw,F-4D,661493,DNG,366TFW,390TFS,,_,Automatic weapons site,/9,_,2,0,200,425,At target,Aft fuselage,N,SVn,SVn,Small arms,N,Maj,Deans W. R.,Ejection,Recovered,Minor injuries,USAF Helo,15.55,108.23333333333333
1969-06-12,2320D,A-1H,52134614,NKP,56SOW,602SOS,,_,Truck convoy,3500/11,Dive,5,0,3500,0,At target,_,_,LS,LS,Automatic weapons/small arms,p,1Lt,Ward N. C.,_,MIA,_,_,19.583333333333332,103.71666666666667
1969-06-14,0612D,F-105D,605381,TKL,355TFW,354TFS,,_,Ford,8500/..,Dive,0,0,0,0,At target,_,_,LS,LS,Automatic weapons/37mm AAA,p,Maj,Kahler H.,_,MIA,_,_,20.166666666666668,103.9
1969-06-14,0755D,F-4D,667574,UBN,8TFW,497TFS,,_,ZPU site,/..,_,2,0,0,0,At target,_,_,LS,LS,Automatic weapons (prob.),N,Capt,Grace J. W.,Ejection,MIA,_,_,16.716666666666665,106.0
1969-06-16,0224D,F-105D,600530,TKL,355TFW,354TFS,,_,Three 14.5mm gun sites,13000/..,Strafe,1,30,3000,500,At target,_,_,LS,LS,14.5mm AAA,N,1Lt,Devoss J. L.,Ejection,Recovered,Injured,USAF Helo,18.85,103.81666666666666
1969-06-16,0615D,F-4D,667510,DNG,366TFW,389TFS,,_,50cal gun site,/5,Dive,0,0,850,455,At target,_,N,SVn,Sea,50cal AAA,_,Maj,Fulghom G. G.,Ejection,Recovered,Minor injuries,Army Helo,15.383333333333333,108.88333333333334
1969-06-19,0330D,O-2,686869,BHA,504TAS,19TASS,,_,Rocket and mortar activity,1500/7,_,0,0,0,0,At target,Tail,_,SVn,SVn,Gunfire,_,Capt,Hoag J. D.,Crash,KIA,_,_,10.416666666666666,107.26666666666667
1969-06-22,1310N,O-2B,6721455,NTR,14SOW,9SOS,,_,Troops,/..,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire (poss. combat associated),p,Maj,Engelhard E. C.,_,KIA,_,_,12.583333333333334,109.08333333333333
1969-06-23,0130D,C-130,610965,TSN,463TAW,773TAS,,_,Not applicable,/..,Level,0,0,3000,0,_,Left engine,Y,SVn,SVn,Gunfire (combat associated),_,Capt,Brunner G. E.,Crash,KIA,_,_,11.666666666666666,106.23333333333333
1969-06-26,2032N,F-100D,553516,PHR,35TFW,614TFS,,_,_,/..,Pull up,0,0,0,0,Enroute,_,Y,SVn,Sea,Gunfire,_,Capt,Casper J. H.,Ejection,Recovered,_,USAF Helo,11.466666666666667,109.06666666666666
1969-06-28,0905D,A-1E,52133927,NKP,56SOW,1SOS,,_,Abandoned Lima Site,6000/15,Strafe,0,30,2000,280,At target,Right wing,Y,LS,LS,Automatic weapons,_,LtCol,Neal W. D. Jr,Ejection,Recovered,Minor injuries,USAF,19.516666666666666,102.88333333333334
1969-07-02,0655D,A-1H,52137543,NKP,56SOW,1SOS,,_,Truck,/..,Strafe,1,0,800,0,At target,_,_,LS,LS,Gunfire,p,Capt,Flinn J. L.,Crash,KIA,_,_,19.516666666666666,102.9
1969-07-04,0525D,A-1H,52137512,NKP,56SOW,602SOS,,_,Troops in contact,/..,Pull up,2,20,1000,0,At target,_,_,LS,LS,Gunfire (poss. 12.7mm AAA),N,Col,Fallon P. M.,Ejection,MIA,Injured,_,19.283333333333335,103.1
1969-07-05,0451D,F-100D,553589,BHA,3TFW,531TFS,,Napalm,VietCong structures,2500/..,_,4,10,200,0,At target,_,_,SVn,SVn,Small arms,N,1Lt,Shook S. L.,Ejection,Recovered,Uninjured,Army Helo,10.35,106.4
1969-07-08,1450N,A-26A,6417646,NKP,56SOW,609SOS,,_,Troops in contact,/..,Strafe,0,0,5500,0,At target,_,_,LS,LS,Gunfire,_,Maj,Sizemore J. E.,Crash,KIA,_,_,19.25,103.11666666666666
1969-08-03,0130D,F-4D,667599,DNG,366TFW,390TFS,,_,Bunkers,/..,Dive,2,0,8000,0,At target,Right wing,_,LS,THL,37mm AAA,_,Capt,Stripe A. C.,Crashlanded,Recovered,Uninjured,USAF,15.25,104.53333333333333
1969-08-03,0248D,F-4E,670291,DNG,366TFW,4TFS,,Napalm,LOC,/..,_,1,10,0,450,At target,Fuselage,_,SVn,SVn,12.7mm AAA,p,Capt,White J. D.,Crash,KIA,_,_,15.65,107.9
1969-08-04,0141D,F-4E,670325,DNG,366TFW,421TFS,,_,LOC,/..,Pull up,4,0,0,0,At target,Fuselage,N,SVn,SVn,50cal AAA,p,Col,Dorman G. S.,Crash,KIA,_,_,15.2,108.6
1969-08-06,0240D,F-100D,563090,THA,31TFW,308TFS,,_,LOC,/..,Dive,1,0,500,0,At target,_,Y,SVn,SVn,Small arms,N,1Lt,Busico R. P.,Ejection,Recovered,Minor injuries,Army Helo,11.283333333333333,108.3
1969-08-08,0001D,F-100D,553581,PHR,35TFW,614TFS,,_,Rocket cache,/..,_,4,0,0,0,Return,_,N,SVn,SVn,Gunfire,N,1Lt,Daniel E. L.,Ejection,Recovered,Uninjured,USAF Helo,11.6,109.03333333333333
1969-08-09,0115D,F-100F,563734,THA,31TFW,416TFS,,_,_,4000/6,_,0,0,0,0,_,_,_,LS,LS,(Combat associated),p,Capt,Gourley L. L.,_,MIA,_,_,,
1969-09-01,1615N,AC-47D,4349021,BHA,14SOW,4SOS,,_,Troops in contact,/..,_,0,0,6000,0,Return,Right wing,_,SVn,SVn,Gunfire,_,Capt,Archer R. P.,Crash,KIA,_,_,10.983333333333333,107.13333333333334
1969-09-03,0900D,F-4D,668791,UBN,8TFW,25TFS,,_,LORAN validation,1500/10,Level,1,0,1300,420,At target,Fuselage,N,LS,THL,Gunfire,N,Col,Stanfield D. N.,Ejection,Recovered,Uninjured,USAF Helo,17.383333333333333,102.8
1969-09-11,0401D,C-7A,624187,PLK,483TAW,537TAS,,_,Special Forces camp,/..,_,0,0,0,0,Enroute,,N,SVn,SVn,Small arms,_,1Lt,Wiesneth R. P.,Crash,KIA,_,_,14.033333333333333,107.7
1969-09-11,0424D,F-4D,667530,DNG,366TFW,390TFS,,_,_,/6,Pull up,0,0,0,0,At target,,N,LS,LS,Gunfire,N,Capt,Helwig R. D.,_,KIA,_,_,16.65,106.36666666666666
1969-09-12,2155Dw,O-2A,6810987,BHA,504TAS,19TASS,,_,Military District recce,/..,_,0,0,0,0,_,Tail,_,SVn,SVn,Small arms,_,Maj,Yates M.,Crashlanded,KIA,_,_,10.666666666666666,106.61666666666666
1969-09-12,0810D,F-100D,553512,PHR,35TFW,612TFS,,_,Bunker complex,/..,Pull up,4,0,0,0,At target,_,Y,SVn,SVn,Gunfire,N,Maj,Steinhauer A. W.,Ejection,Recovered,Uninjured,Army Helo,11.0,106.88333333333334
1969-09-14,0716D,O-2A,6810854,KNT,504TAS,21TASS,,_,_,/..,_,0,0,0,0,_,Aft engine,_,SVn,SVn,Gunfire,_,Capt,Rankin T. S.,Crash,Recovered,Minor injuries,Army Helo,14.766666666666667,108.1
1969-10-01,0240D,F-4D,667546,UDN,432TRW,555TFS,,_,Truck park and storage,8000/6,Pull up,1,0,1500,450,At target,Engine,Y,LS,LS,Moderate aimed 37mm AAA,N,Capt,Gieleghem R. A.,Ejection,Recovered,Uninjured,USAF Helo,18.366666666666667,103.4
1969-10-02,0440D,F-4D,668697,UDN,432TRW,13TFS,,_,_,5000/6,_,0,0,9000,350,At target,Right engine,Y,LS,THL,37mm AAA,_,1Lt,Ballentine R. D.,Crashlanded,Recovered,Minor injuries,_,17.366666666666667,102.8
1969-10-02,0641D,F-4C,637708,CRB,12TFW,559TFS,,_,Small arms position,/..,Dive,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,_,Capt,Quinn J. A.,_,KIA,_,_,18.5,103.2
1969-10-08,0700D,F-4C,637498,CRB,12TFW,558TFS,,_,Troops in contact,/..,Dive,0,45,0,0,At target,_,_,LS,Sea,Gunfire,_,Capt,Jacobs N. A.,Ejection,Recovered,Minor injuries,USAF,15.95,108.43333333333334
1969-10-14,1908N,F-100D,563069,PHR,35TFW,615TFS,,Napalm,River patrol boat,/..,_,0,0,0,0,At target,_,N,SVn,SVn,Gunfire,p,Capt,Andrews G. R.,_,KIA,_,_,10.7,106.13333333333334
1969-10-19,0939D,OV-10A,683786,BHA,504TAS,19TASS,,_,Practice GCA and ADF approaches,/..,Landing,0,0,0,0,Transit,Right engine,_,SVn,SVn,Small arms,_,LtCol,Briggs F. H.,Crash,KIA,_,_,10.833333333333334,106.91666666666667
1969-10-21,0515D,O-2A,6810975,CRB,504TAS,21TASS,,_,VietCong position,/..,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),p,1Lt,Cook G. R.,_,MIA,_,_,12.183333333333334,108.76666666666667
1969-10-24,0100D,F-100F,563887,THA,31TFW,309TFS,,_,Road network,/..,Level,0,0,1500,0,On station,_,N,LS,LS,Gunfire,N,1Lt,Muller A. D.,Ejection,Recovered,Major injuries,USAF Helo,15.766666666666667,106.83333333333333
1969-10-25,2336D,F-4D,650751,UBN,8TFW,435TFS,,_,Construction equipment,/..,Dive,0,0,1000,475,At target,_,N,LS,LS,37mm AAA (poss. combat associated),p,Capt,Warren G. D.,_,KIA,_,_,17.216666666666665,106.13333333333334
1969-10-27,0730D,A-1H,52137539,NKP,56SOW,602SOS,,_,Route 7,2000/..,_,0,0,2000,150,At target,_,_,LS,LS,Gunfire (poss. combat associated),p,1Lt,Herrick J. V. Jr,_,MIA,_,_,19.483333333333334,104.03333333333333
1969-11-01,2305D,F-100F,563796,THA,31TFW,416TFS,,_,Ho Chi Minh trail,/..,_,0,0,0,0,_,_,_,LS,LS,_,_,LtCol,Whitford L. W.,_,MIA,_,_,14.616666666666667,107.25
1969-11-03,0704D,F-4C,637528,CRB,12TFW,557TFS,,Napalm,Troops in open,/..,_,0,10,0,450,At target,_,N,SVn,SVn,_,p,Capt,Adams S. L.,Crash,KIA,_,_,10.183333333333334,106.25
1969-11-04,0153D,OV-10,6714676,DNG,504TAS,20TASS,,_,VietCong position,/..,Dive,0,0,0,0,At target,_,N,SVn,SVn,Gunfire,p,Capt,Karr C. L.,Crash,KIA,_,Army Helo,15.216666666666667,108.9
1969-11-04,0225D,F-105D,591734,TKL,355TFW,357TFS,,_,Anti-aircraft gun positions,11000/..,Pull up,2,0,0,0,At target,_,N,LS,LS,Gunfire,p,Capt,Hanley L. J.,_,MIA,_,_,17.483333333333334,105.9
1969-11-04,2134Dw,F-4D,667748,UBN,8TFW,497TFS,,_,Mu Gia and Ban Karai passes,/7,Level,1,0,0,0,At target,_,_,LS,LS,(Combat associated),p,Capt,Lefever D. P.,_,MIA,_,_,17.6,105.56666666666666
1969-11-11,1145D,A-1E,52135211,NKP,56SOW,22SOS,,_,_,/..,_,0,0,0,0,_,_,N,LS,LS,AAA,N,Capt,Porter G. H.,Ejection,Recovered,Minor injuries,USAF Helo,19.6,103.71666666666667
1969-11-11,1440N,F-4D,650643,UBN,8TFW,497TFS,,_,Mu Gia  area,4500/7,_,0,0,0,0,_,_,_,LS,LS,Automatic weapons/37mm AAA,_,Maj,Killen C. W.,Ejection,Recovered,Minor injuries,_,17.583333333333332,105.73333333333333
1969-11-11,1805N,F-4D,668718,UDN,432TRW,13TFS,,_,Trucks,/15,Dive,1,0,0,0,At target,_,_,LS,LS,Heavy 37mm AAA,p,Capt,Tucci R. L.,_,MIA,_,_,17.35,105.7
1969-11-11,1935N,F-4E,670219,KRT,388TFW,34TFS,,_,SAR for downed helicopter,/10,Strafe,7,0,3000,0,At target,_,N,LS,LS,37mm AAA,p,Capt,Bodahl J. K.,_,KIA,_,_,17.466666666666665,105.66666666666667
1969-11-12,0215D,A-1H,52139821,PLK,633SOP,6SOS,,_,SAR for downed aircrew,/6,Level,0,0,0,0,On station,_,N,LS,LS,Automatic weapons/37mm AAA,p,Maj,Helmich G. R.,_,MIA,_,_,17.483333333333334,105.7
1969-11-16,0150D,O-1F,572867,CRB,504TASG,21TASS,,_,Gun site,/..,Pull up,2,0,0,0,At target,Fwd fuselage,N,SVn,SVn,Gunfire,N,Maj,Lattin G. R.,Crashlanded,Recovered,Uninjured,_,12.25,107.26666666666667
1969-11-16,0216D,F-4C,640842,CRB,12TFW,557TFS,,_,Interdiction point,3000/10,Dive,1,0,5500,475,At target,_,_,LS,LS,Gunfire,_,Maj,Davis L. L.,Ejection,Recovered,Uninjured,USAF Helo,17.533333333333335,105.73333333333333
1969-11-16,0235D,RF-4C,660468,UDN,432TRW,14TRS,,_,_,/6,_,0,0,250,540,At target,Fuselage,Y,LS,THL,37mm AAA,_,Capt,Sloan C. P. Jr,Ejection,Recovered,Minor injuries,u Helo,17.266666666666666,102.9
1969-11-16,0315D,RF-4C,650916,TSN,460TRW,16TRS,,_,Sectors 6 and 7,8000/..,_,0,0,4000,600,At target,Left wing,_,LS,Sea,37mm AAA,_,Maj,Morphew E. P.,Ejection,Recovered,Uninjured,USAF Helo,16.05,108.36666666666666
1969-11-16,0500D,OV-10,6714644,TNN,504TAS,19TASS,,_,_,/..,_,0,0,0,0,_,_,N,SVn,SVn,Gunfire (combat associated),p,Maj,Fales P. B.,Crash,KIA,_,Army Helo,11.616666666666667,106.33333333333333
1969-11-20,0900D,O-2A,6721301,DNG,504TAS,20TASS,,_,Roads,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire,p,LtCol,Renelt W. A. Jr,_,KIA,_,_,15.4,107.53333333333333
1969-11-22,0205D,F-4E,670314,DNG,366TFW,4TFS,,_,VietCong position,/..,Pull up,0,0,0,0,At target,_,N,SVn,SVn,Gunfire,N,Capt,Williams C. E.,Ejection,Recovered,Uninjured,_,16.033333333333335,108.33333333333333
1969-11-22,0815D,RF-4C,660441,UDN,432TRW,14TRS,,_,Damaged truck,4000/..,_,1,0,300,540,At target,Left engine,N,LS,THL,AAA (poss.),N,Capt,Wright L. P.,Ejection,Recovered,Uninjured,_,17.383333333333333,104.76666666666667
1969-11-24,0920D,F-105D,610060,TKL,355TFW,357TFS,,_,Troops,6000/5,_,2,0,0,0,At target,_,_,LS,LS,Gunfire,p,Capt,White J. B.,_,KIA,_,_,19.566666666666666,103.51666666666667
1969-11-24,1207N,C-130A,560533,UBN,43TAW,41TAS,,_,Ban Bak area,4000/3,Turn,2,0,9000,170,At target,_,Y,LS,LS,37mm AAA,_,Capt,Brown E. C.,_,KIA,_,_,15.8,106.78333333333333
1969-11-25,0420D,F-4D,667562,UDN,432TRW,13TFS,,_,Route 7,4000/..,Pull up,0,0,3500,450,At target,Right fuselage,_,LS,LS,37mm AAA,_,Capt,Skaret G. J.,Ejection,Recovered,Minor injuries,AA Helo,19.0,102.83333333333333
1969-12-01,1140Ds,F-4C,637438,CRB,12TFW,559TFS,,_,VietCong position,/..,Dive,1,0,0,0,At target,_,Y,SVn,SVn,Gunfire,_,Capt,Seibert F. W. Jr,_,KIA,_,_,12.283333333333333,107.31666666666666
1969-12-03,0443D,F-4D,667763,UBN,8TFW,433TFS,,_,_,/..,_,0,0,0,0,_,_,_,LS,LS,_,_,Maj,Sharp B. L.,Ejection,Recovered,Minor injuries,_,17.35,105.53333333333333
1969-12-05,0333D,F-4C,637444,CRB,12TFW,558TFS,,_,Interdiction point,/6,Pull up,1,0,6000,500,At target,_,N,LS,LS,37mm AAA,N,Capt,Danielson B. F.,Ejection,MIA,_,_,17.5,105.88333333333334
1969-12-05,1500N,F-4E,670300,KRT,388TFW,469TFS,,_,Truck,/..,Dive,1,0,0,450,At target,_,Y,LS,LS,37mm AAA (prob.),p,Capt,Clark J. C. II,_,MIA,_,_,19.6,103.8
1969-12-08,0945D,F-105F,638352,TKL,355TFW,357TFS,,_,Storage area,3000/..,_,0,0,3000,450,At target,Left wing,Y,LS,THL,37mm AAA (possibly),_,Maj,Dice C. R.,Crashlanded,KIA,_,_,17.366666666666667,102.8
1969-12-10,0118D,F-100D,563332,THA,31TFW,355TFS,,_,_,/..,Dive,0,45,0,500,At target,_,_,LS,LS,37mm AAA,_,Maj,Boyle R. F.,Ejection,Recovered,Minor injuries,USAF Helo,15.583333333333334,106.88333333333334
1969-12-17,0042D,A-37A,6714526,BHA,3TFW,604SOPS,,Napalm,Bunkers and structures,/..,_,0,0,0,0,At target,_,N,SVn,SVn,_,p,LtCol,Spillers W. R.,Crash,KIA,_,_,11.333333333333334,106.71666666666667
1969-12-19,0725D,F-4E,670253,DNG,366TFW,4TFS,,_,_,/6,_,0,0,0,0,At target,Left fuselage,_,LS,THL,23mm AAA (poss.),_,Capt,Webb T. R. Jr,Ejection,Recovered,Uninjured,USAF Helo,15.216666666666667,104.91666666666667
1969-12-20,0644D,F-4D,667543,DNG,366TFW,390TFS,,_,_,3000/..,_,0,0,3500,420,_,_,_,LS,THL,23mm AAA,_,Capt,Catchings D. S.,Ejection,Recovered,Injured,USAF Helo,15.183333333333334,104.95
1969-12-21,0430D,RF-4C,660396,UDN,432TRW,14TRS,,_,_,/..,Pull up,0,0,4500,480,_,_,N,LS,LS,37mm AAA (poss.),N,Capt,Sloan C. P.,Ejection,Recovered,Minor injuries,USAF Helo,19.483333333333334,103.78333333333333
1969-12-26,0320D,C-7A,630723,PHC,483TAW,459TAS,,_,Not applicable,/..,Landing,0,0,0,0,Return,_,_,SVn,SVn,Small arms,p,1Lt,Bowling D. B.,Crash,KIA,_,_,15.466666666666667,108.33333333333333
1969-12-26,0725D,OV-10,6714657,BHA,504TASG,19TASS,,_,_,/..,Takeoff,0,0,0,0,Enroute,_,N,SVn,SVn,_,N,Maj,Knott D. L.,Crash,KIA,_,_,11.683333333333334,106.66666666666667
1969-12-28,0235D,F-100D,553511,THA,31TFW,308TFS,,_,_,/..,Takeoff,0,0,0,0,Enroute,_,_,SVn,SVn,_,_,LtCol,Meyers C. W.,Ejection,Recovered,Minor injuries,Army Helo,13.133333333333333,109.06666666666666
1969-12-29,1345N,A-1H,52137552,NKP,56SOW,602SOS,,_,Trucks,/..,Dive,0,0,0,0,At target,_,N,LS,THL,37mm AAA,N,1Lt,Frisbie N. E.,Ejection,Recovered,_,USAF Helo,17.3,104.78333333333333
1969-12-30,1000D,F-4D,667590,UDN,432TRW,555TFS,,_,1200 POL drums,/..,Strafe,0,0,0,0,At target,_,_,LS,LS,_,p,Capt,Featherston F. W.,_,KIA,_,_,19.983333333333334,103.48333333333333
1969-12-31,0533D,OV-10A,683812,NKP,56SOW,23TASS,,_,_,/6,_,0,0,0,0,At target,Left wing,N,LS,LS,37mm AAA,N,Capt,Russell R. R.,Ejection,Recovered,Minor injuries,USAF Helo,17.283333333333335,105.65
1970-01-02,0625D,F-4D,668784,UBN,8TFW,25TFS,,_,LORAN validation,/..,_,0,0,4500,400,On station,_,_,LS,LS,AAA (prob. combat associated),_,Capt,West J. T.,_,KIA,_,_,16.616666666666667,106.43333333333334
1970-01-09,0115D,A-1G,52132612,NKP,56SOW,602ACS,,_,Troops,/..,Dive,5,30,2000,260,At target,_,N,LS,LS,Automatic weapons/small arms,N,Capt,Hudson J. L.,Ejection,Recovered,_,USAF Helo,19.3,103.03333333333333
1970-01-10,0337D,O-2A,686863,DNG,504TASG,20TASS,,_,Prairie Fire support,/..,_,2,0,0,0,At target,_,_,LS,LS,Small arms,p,1Lt,Lehecka J. A.,Crash,KIA,_,_,14.65,107.51666666666667
1970-01-11,1308N,A-1H,52134570,NKP,56SOW,602SOS,,_,Trucks,/..,Turn,2,0,7500,150,At target,_,Y,LS,LS,37mm AAA,p,1Lt,Chorlins R. D.,Crash,KIA,_,_,17.666666666666668,105.73333333333333
1970-01-14,0843D,F-100D,563097,BHA,31TFW,531TFS,,_,_,/..,Takeoff,0,0,2000,220,Enroute,_,_,SVn,SVn,Automatic weapons/small arms (prob.),N,1Lt,Baker W. H.,Ejection,Recovered,Uninjured,Army,10.983333333333333,107.05
1970-01-15,0545D,F-4D,668820,DNG,366TFW,390TFS,,_,_,5000/..,_,0,0,3200,400,At target,Fwd fuselage,N,LS,LS,Gunfire,p,Maj,Warren T. R.,Ejection,KIA,_,_,15.35,105.08333333333333
1970-01-18,0235D,F-100F,563975,THA,31TFW,461TFS,,_,_,/7,Turn,0,20,1000,430,At target,_,Y,LS,LS,23mm AAA,N,1Lt,Merrill J. L.,Ejection,Recovered,Minor injuries,USAF Helo,15.9,106.1
1970-01-18,0953D,O-2A,6810864,CRB,504TASG,21TASS,,_,_,/..,_,0,0,1500,120,At target,_,N,SVn,SVn,Small arms,N,1Lt,Mueller S. A.,Crash,KIA,_,_,13.95,107.66666666666667
1970-01-19,0435D,F-100F,563847,THA,31TFW,416TFS,,_,_,/6,_,0,0,1500,405,_,_,N,LS,Sea,23mm AAA (prob.),N,Capt,Brown D. F. III,Ejection,Recovered,Minor injuries,USAF Helo,15.783333333333333,108.66666666666667
1970-01-22,0405D,A-1H,52139799,NKP,56SOW,22SOS,,_,Truck park,/..,Turn,8,0,3000,150,At target,_,Y,LS,LS,Aimed automatic weapons,N,Capt,Anderson E. F.,Ejection,Recovered,_,USAF Helo,17.5,105.13333333333334
1970-01-27,0115D,F-105D,591772,TKL,355TFW,333TFS,,_,Bivouac storage area,/..,Roll in,3,0,5000,550,At target,_,N,LS,LS,37mm AAA (poss. small arms),N,Maj,Livingston D. W.,Ejection,Recovered,Minor injuries,USAF Helo,20.0,103.75
1970-01-27,2330D,OV-10A,6714680,UBN,56SOW,23TASS,,_,Trucks,/..,_,1,0,11000,140,At target,_,N,LS,LS,37mm AAA,N,Capt,James N. E.,Ejection,Recovered,_,USAF Helo,17.55,104.51666666666667
1970-01-28,0445D,F-105G,638329,TKL,355TFW,44TFS,,_,SAM site,/..,Pull up,2,0,0,0,At target,_,Y,NVn,NVn,AAA,N,Capt,Mallon R. J.,Ejection,KIA,_,_,17.9,105.81666666666666
1970-01-29,0250D,O-1F,572868,BMT,504TAS,21TASS,,_,VietCong battalion,/12,_,0,0,2500,75,_,Engine,Y,SVn,SVn,Small arms (prob. combat associated),N,1Lt,Denalt J. L.,Crashlanded,Recovered,Minor injuries,Army Helo,12.683333333333334,107.98333333333333
1970-02-08,0600D,OV-10A,6714646,BHA,504TAS,19TASS,,_, camp,/..,Roll in,1,0,2800,100,At target,_,N,SVn,SVn,50cal AAA,N,FLt6,Langston,Ejection,Recovered,Uninjured,Army,11.55,106.41666666666667
1970-02-10,0545,F-100D,553585,PHR,35TFW,612TFS,,_,Bunkers,4000/6,_,4,0,0,0,At target,Engine,N,SVn,Sea,Light automatic weapons/small arms,N,1Lt,Phillips,Ejection,Recovered,Uninjured,USAF Helo,11.05,108.75
1970-02-11,0825D,A-1E,52135195,NKP,56SOW,22SOS,,_,Suspected troop position,/..,Dive,4,40,1500,260,At target,_,N,LS,LS,Small arms (prob. combat associated),p,LtCol,Kieffer W. L. Jr,Crash,KIA,_,_,19.75,103.06666666666666
1970-02-18,0301D,F-4D,667526,UBN,8TFW,435TFS,,_,Road segment,/6,_,0,0,700,500,At target,Fwd fuselage,Y,LS,LS,37mm AAA (poss. small arms),p,Maj,Gillen T. E.,Crash,KIA,_,_,19.483333333333334,104.05
1970-02-18,1506N,F-4C,657671,CRB,12TFW,557TFS,,_,Troops,/5,Dive,1,0,10000,0,At target,_,_,LS,LS,Moderate 37mm AAA,p,Capt,Daffron T. C.,_,KIA,_,_,17.1,106.11666666666666
